ID,Lesson,Student,KC,item,right,firstattempt,time
105795,DZVolumeZ,EGJEFEA,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-13,1,1,2.604
105796,DZVolumeZ,EGJEFEA,RS-SURFACE-AREA,META-RS-SURFACE-AREA-25,1,1,1.812
105797,DZVolumeZ,EGJEFEA,RS-SURFACE-AREA,META-RS-SURFACE-AREA-26,1,1,2.103
105798,DZVolumeZ,EGJEFEA,RS-SURFACE-AREA,META-RS-SURFACE-AREA-27,1,1,2.184
105799,DZVolumeZ,EGJEFEA,FIND-CONGRUENT,META-FIND-CONGRUENT-19,1,1,0.59
105800,DZVolumeZ,EGJEFEA,FIND-CONGRUENT,META-FIND-CONGRUENT-20,1,1,0.691
105801,DZVolumeZ,EGJEFEA,FIND-CONGRUENT,META-FIND-CONGRUENT-21,1,1,3.015
105802,DZVolumeZ,EGJEFEA,TOTAL-AREA,META-TOTAL-AREA-9,1,1,1.882
105803,DZVolumeZ,EGJEFEA,TOTAL-AREA,META-TOTAL-AREA-10,1,1,2.614
105804,DZVolumeZ,EGJEFEA,TOTAL-AREA,META-TOTAL-AREA-11,1,1,19.508
105805,DZVolumeZ,EGJEFEA,TOTAL-PRISM-AREA,META-TOTAL-PRISM-AREA-6,1,0,2.073
105806,DZVolumeZ,EGJEFEA,PROBLEM-SCENARIO-DONE,PROBLEM-SCENARIO-DONE-7,1,1,0.01
105807,DZVolumeZ,EGJEFEA,SELECT-RECTANGLE,META-SELECT-RECTANGLE-22,1,1,23.023
105808,DZVolumeZ,EGJEFEA,SELECT-RECTANGLE,META-SELECT-RECTANGLE-23,0,1,4.296
105809,DZVolumeZ,EGJEFEA,RECTANGLE-SIDE,META-RECTANGLE-SIDE-22,1,0,10.345
105810,DZVolumeZ,EGJEFEA,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-21,1,1,4.006
105811,DZVolumeZ,EGJEFEA,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-14,1,1,6.008
105812,DZVolumeZ,EGJEFEA,RS-SURFACE-AREA,META-RS-SURFACE-AREA-28,1,1,2.514
105814,DZVolumeZ,EGJEFEA,TOTAL-AREA,META-TOTAL-AREA-12,1,1,7.39
105815,DZVolumeZ,EGJEFEA,TOTAL-PRISM-AREA,META-TOTAL-PRISM-AREA-7,1,1,2.915
105816,DZVolumeZ,EGJEFEA,PROBLEM-SCENARIO-DONE,PROBLEM-SCENARIO-DONE-8,1,1,0.01
105817,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-1,1,1,9.784
105818,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-2,1,1,5.167
105819,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-3,1,1,70.511
105820,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-1,0,1,5.268
105821,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-1,0,0,1.412
105822,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-1,1,1,15.673
105823,DZVolumeZ,EIKDHCD,MODEL-RECTANGLE-FIRST-EDGE-LENGTH,MODEL-RECTANGLE-FIRST-EDGE-LENGTH-1,1,1,20.319
105824,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-1,1,1,126.482
105825,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-1,1,1,2.233
105826,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-1,1,1,5.047
105827,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-1,1,1,4.567
105828,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-1,1,0,9.563
105829,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-2,1,1,42.041
105830,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-3,0,1,3.335
105831,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-EDGE-LENGTH,MODEL-RECTANGLE-PERPENDICULAR-EDGE-LENGTH-1,1,1,5.117
105832,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-2,1,1,4.677
105833,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-2,0,1,1.983
105834,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-2,0,0,1.993
105835,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-2,0,0,2.924
105836,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-2,0,0,4.056
105837,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-2,0,0,4.306
105838,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-2,0,0,55.83
105839,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,MODEL-RECTANGLE-SURFACE-AREA-1,1,1,4.677
105840,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-2,1,1,3.395
105841,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-2,1,1,11.957
105842,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-2,1,1,9.754
105843,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-3,1,1,7.02
105844,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-2,1,0,3.795
105845,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-3,1,1,5.008
105846,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-3,1,1,11.015
105847,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,1,17.766
105848,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,20.229
105849,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,10.455
105850,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,2.504
105851,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,1.822
105852,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,1.753
105853,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,28.751
105854,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,6.189
105855,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,8.923
105856,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,127.463
105857,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,6.97
105858,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,20.46
105859,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,178.226
105860,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,6.239
105861,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,3.225
105862,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,18.596
105863,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,4.837
105864,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,0,0,70.381
105865,DZVolumeZ,EIKDHCD,TOTAL-PRISM-AREA,META-TOTAL-PRISM-AREA-1,1,1,5.228
105866,DZVolumeZ,EIKDHCD,PROBLEM-SCENARIO-DONE,PROBLEM-SCENARIO-DONE-1,1,1,0.04
105867,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-4,1,1,3.866
105868,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-5,1,1,5.938
105869,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-3,0,0,2.764
105870,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-3,0,0,2.424
105871,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-3,0,0,1.792
105872,DZVolumeZ,EIKDHCD,MODEL-RECTANGLE-FIRST-EDGE-LENGTH,MODEL-RECTANGLE-FIRST-EDGE-LENGTH-2,1,1,14.07
105873,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-3,0,1,2.364
105874,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-3,0,0,1.792
105875,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-3,0,0,2.624
105876,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-3,0,0,2.043
105877,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-EDGE-LENGTH,MODEL-RECTANGLE-PERPENDICULAR-EDGE-LENGTH-2,1,1,8.442
105878,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-EDGE-LENGTH,MODEL-RECTANGLE-PERPENDICULAR-EDGE-LENGTH-3,0,1,9.604
105879,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-EDGE-LENGTH,MODEL-RECTANGLE-PERPENDICULAR-EDGE-LENGTH-3,0,0,7.411
105880,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-EDGE-LENGTH,MODEL-RECTANGLE-PERPENDICULAR-EDGE-LENGTH-3,0,0,24.915
105881,DZVolumeZ,EIKDHCD,TRIANGLE-PRISM-BASE,MODEL-IDENTIFY-TRIANGLE-PRISM-BASE-1,1,1,6.63
105882,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-3,1,1,4.907
105883,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,0,1,4.677
105884,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,0,0,3.124
105885,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,0,0,2.203
105886,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,0,0,2.013
105887,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,0,0,3.085
105888,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,0,0,2.073
105889,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,0,0,2.093
105890,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,0,0,2.874
105891,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,0,0,77.111
105892,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,MODEL-CONGRUENT-RECTANGLE-FACES-1-1,1,1,7.21
105893,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-4,1,1,43.843
105894,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-3,0,0,2.714
105895,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-3,0,0,1.753
105896,DZVolumeZ,EIKDHCD,MODEL-RECTANGLE-FIRST-EDGE-LENGTH,MODEL-RECTANGLE-FIRST-EDGE-LENGTH-3,1,1,4.746
105897,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-3,0,0,2.484
105898,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-3,0,0,2.714
105899,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-EDGE-LENGTH,MODEL-RECTANGLE-PERPENDICULAR-EDGE-LENGTH-3,1,0,5.918
105900,DZVolumeZ,EIKDHCD,TRIANGLE-PRISM-BASE,MODEL-IDENTIFY-TRIANGLE-PRISM-BASE-2,1,1,4.176
105901,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-5,0,1,8.773
105902,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-5,0,0,25.577
105903,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-5,0,0,2.563
105904,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-5,0,0,3.095
105905,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-5,0,0,16.373
105906,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,MODEL-RECTANGLE-SURFACE-AREA-2,1,1,4.176
105907,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-4,1,0,2.474
105908,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-5,1,0,17.665
105909,DZVolumeZ,EIKDHCD,TOTAL-PRISM-AREA,MODEL-TOTAL-PRISM-AREA-TRIANGLE-BASE-1,1,1,3.596
105910,DZVolumeZ,EIKDHCD,TOTAL-PRISM-AREA,MODEL-TOTAL-PRISM-AREA-TRIANGLE-BASE-2,0,1,3.835
105913,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,MODEL-SELECT-RECTANGLE-FACE-FOR-TRIANGLE-PRISM-BASE-1,1,1,15.673
105914,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-3,1,0,5.207
105915,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-3,0,0,3.005
105916,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-EDGE-LENGTH,MODEL-RECTANGLE-PERPENDICULAR-EDGE-LENGTH-4,1,1,5.247
105917,DZVolumeZ,EIKDHCD,TRIANGLE-PRISM-BASE,MODEL-IDENTIFY-TRIANGLE-PRISM-BASE-3,1,1,8.873
105918,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-6,1,1,2.213
105919,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-5,1,1,2.273
105920,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-7,1,1,20.68
105923,DZVolumeZ,EIKDHCD,TRIANGLE-PRISM-BASE,MODEL-SELECT-TRIANGLE-PRISM-BASE-1,1,1,6.329
105926,DZVolumeZ,EIKDHCD,TRIANGLE-PRISM-BASE,MODEL-IDENTIFY-TRIANGLE-PRISM-BASE-4,1,1,2.473
105930,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-6,0,1,3.305
105931,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-6,0,0,1.953
105932,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-6,0,0,3.374
105933,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-4,1,0,2.524
105934,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-5,0,1,6.189
105935,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-5,0,0,20.52
105936,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-5,0,0,4.496
105937,DZVolumeZ,EIKDHCD,MODEL-TRIANGLE-SURFACE-AREA,MODEL-TRIANGLE-SURFACE-AREA-1,1,1,4.727
105938,DZVolumeZ,EIKDHCD,MODEL-TRIANGLE-SURFACE-AREA,MODEL-TRIANGLE-SURFACE-AREA-2,0,1,2.884
105939,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-6,1,1,106.433
105940,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-4,1,1,4.176
105941,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-3,1,0,4.827
105942,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-4,0,1,5.398
105943,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-4,0,0,3.575
105944,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-4,0,0,8.332
105945,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-4,0,0,12.107
105946,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-4,0,0,1.242
105947,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-8,1,1,9.744
105948,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-9,0,1,6.419
105949,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-9,0,0,5.398
105950,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-9,0,0,7.991
105951,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-9,0,0,49.091
105952,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-9,0,0,5.107
105953,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-9,0,0,16.514
105954,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-9,0,0,11.507
105955,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-9,0,0,33.187
105956,DZVolumeZ,EIKDHCD,MODEL-IDENTIFY-CUBE-PRISM-FACE,MODEL-IDENTIFY-CUBE-PRISM-FACE-1,1,1,4.086
105957,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,MODEL-CONGRUENT-RECTANGLE-FACES-6-1,1,1,3.535
105958,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-5,1,0,9.674
105959,DZVolumeZ,EIKDHCD,TOTAL-PRISM-AREA,META-TOTAL-PRISM-AREA-2,0,1,3.165
105960,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-7,1,1,5.898
105961,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-5,0,1,12.919
105962,DZVolumeZ,EIKDHCD,MODEL-RECTANGLE-FIRST-EDGE-LENGTH,MODEL-RECTANGLE-FIRST-EDGE-LENGTH-4,1,1,0.841
105963,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-4,1,1,10.215
105964,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-4,0,0,5.498
105965,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-4,0,0,4.076
105966,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-4,0,0,138.919
105967,DZVolumeZ,EIKDHCD,MODEL-IDENTIFY-CUBE-PRISM-FACE,MODEL-IDENTIFY-CUBE-PRISM-FACE-2,1,1,13.049
105968,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-9,1,0,4.156
105971,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,MODEL-CONGRUENT-RECTANGLE-FACES-6-2,1,1,4.697
105972,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-6,1,1,8.512
105973,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-7,0,1,8.192
105974,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-7,0,0,27.88
105975,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-7,0,0,9.123
105976,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-7,0,0,8.482
105977,DZVolumeZ,EIKDHCD,TOTAL-PRISM-AREA,META-TOTAL-PRISM-AREA-2,0,0,3.155
105978,DZVolumeZ,EIKDHCD,TOTAL-PRISM-AREA,META-TOTAL-PRISM-AREA-2,0,0,26.267
105979,DZVolumeZ,EIKDHCD,TOTAL-PRISM-AREA,META-TOTAL-PRISM-AREA-2,0,0,33.228
105980,DZVolumeZ,EIKDHCD,TOTAL-PRISM-AREA,MODEL-TOTAL-PRISM-AREA-CUBE-1,1,1,5.788
105981,DZVolumeZ,EIKDHCD,PROBLEM-SCENARIO-DONE,PROBLEM-SCENARIO-DONE-2,1,1,0.051
105982,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,MODEL-SELECT-RECTANGLE-PRISM-NON-BASE-FACE-1,0,1,5.117
105983,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,MODEL-SELECT-RECTANGLE-PRISM-NON-BASE-FACE-1,0,0,12.278
105984,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,MODEL-SELECT-RECTANGLE-PRISM-NON-BASE-FACE-1,1,0,7.36
105985,DZVolumeZ,EIKDHCD,MODEL-RECTANGLE-FIRST-EDGE-LENGTH,MODEL-RECTANGLE-FIRST-EDGE-LENGTH-5,1,1,4.938
105986,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-5,1,1,6.619
105987,DZVolumeZ,EIKDHCD,IDENTIFY-RECTANGLE,META-IDENTIFY-RECTANGLE-4,0,0,3.105
105988,DZVolumeZ,EIKDHCD,MODEL-IDENTIFY-CUBE-PRISM-FACE,MODEL-IDENTIFY-CUBE-PRISM-FACE-3,1,1,1.271
105989,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-10,0,1,3.385
105990,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,MODEL-RECTANGLE-SURFACE-AREA-3,1,1,5.829
105994,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,MODEL-CONGRUENT-RECTANGLE-FACES-6-3,1,1,13.029
105995,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-7,1,0,11.136
105996,DZVolumeZ,EIKDHCD,TOTAL-PRISM-AREA,META-TOTAL-PRISM-AREA-2,1,0,4.466
105997,DZVolumeZ,EIKDHCD,PROBLEM-SCENARIO-DONE,PROBLEM-SCENARIO-DONE-3,1,1,0.04
106005,DZVolumeZ,EIKDHCD,MODEL-TRIANGLE-PERPENDICULAR-EDGE-LENGTH,MODEL-TRIANGLE-PERPENDICULAR-EDGE-LENGTH-1,1,1,3.265
106006,DZVolumeZ,EIKDHCD,MODEL-TRIANGLE-FIRST-EDGE-LENGTH,MODEL-TRIANGLE-FIRST-EDGE-LENGTH-1,1,1,7.681
106007,DZVolumeZ,EIKDHCD,TRIANGLE-PRISM-BASE,MODEL-IDENTIFY-TRIANGLE-PRISM-BASE-5,1,1,4.807
106009,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-6,1,0,2.693
106010,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-8,1,1,7.511
106011,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-9,0,1,10.525
106012,DZVolumeZ,EIKDHCD,TOTAL-AREA,META-TOTAL-AREA-9,0,0,24.055
106013,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-8,0,1,5.328
106014,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-8,0,0,3.875
106015,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,MODEL-SELECT-RECTANGLE-FACE-FOR-TRIANGLE-PRISM-BASE-2,1,1,0.611
106016,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,MODEL-SELECT-RECTANGLE-FACE-FOR-TRIANGLE-PRISM-BASE-3,0,1,3.665
106017,DZVolumeZ,EIKDHCD,MODEL-RECTANGLE-FIRST-EDGE-LENGTH,MODEL-RECTANGLE-FIRST-EDGE-LENGTH-6,1,1,2.284
106018,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-6,1,1,10.124
106019,DZVolumeZ,EIKDHCD,TRIANGLE-PRISM-BASE,MODEL-IDENTIFY-TRIANGLE-PRISM-BASE-6,1,1,3.715
106020,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-10,1,0,3.726
106021,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-7,0,1,5.598
106022,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,MODEL-CONGRUENT-RECTANGLE-FACES-1-2,1,1,4.066
106023,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-11,1,1,26.318
106024,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-12,0,1,42.881
106025,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-8,0,0,4.657
106026,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-8,0,0,14.16
106027,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,MODEL-SELECT-RECTANGLE-FACE-FOR-TRIANGLE-PRISM-BASE-3,1,0,4.877
106028,DZVolumeZ,EIKDHCD,RECTANGLE-SIDE,META-RECTANGLE-SIDE-5,1,0,1.282
106029,DZVolumeZ,EIKDHCD,RECTANGLE-PERPENDICULAR-SIDE,META-RECTANGLE-PERPENDICULAR-SIDE-7,1,1,4.987
106030,DZVolumeZ,EIKDHCD,TRIANGLE-PRISM-BASE,MODEL-IDENTIFY-TRIANGLE-PRISM-BASE-7,1,1,3.325
106031,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-12,1,0,0.921
106032,DZVolumeZ,EIKDHCD,FIND-CONGRUENT,META-FIND-CONGRUENT-7,1,0,1.302
106033,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-13,1,1,35.411
106034,DZVolumeZ,EIKDHCD,RS-SURFACE-AREA,META-RS-SURFACE-AREA-14,0,1,19.949
106035,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-8,0,0,13.459
106036,DZVolumeZ,EIKDHCD,SELECT-RECTANGLE,META-SELECT-RECTANGLE-8,0,0,5.328
